Strike,Latest,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,"Open Int",Vol/OI,"ITM Prob",Type,"Last Trade"
"7,650.00",3.10,2.95,14.49%,0.0179,0.0001,-0.1268,1.4153,0.2768,0,"3,615",0.00,1.18%,Call,03/19/26
"7,675.00",3.65,2.63,14.51%,0.0161,0.0001,-0.1158,1.2931,0.2491,0,"2,634",0.00,1.06%,Call,03/18/26
"7,700.00",2.21,2.21,14.43%,0.0139,0.0001,-0.1012,1.1375,0.2147,200,"11,151",0.02,0.90%,Call,03/20/26
"7,725.00",2.00,2.00,14.48%,0.0126,0.0001,-0.0936,1.0494,0.1956,105,"2,120",0.05,0.82%,Call,03/20/26
"7,750.00",1.85,1.85,14.58%,0.0117,0.0001,-0.0880,0.9823,0.1813,6,"1,259",0.00,0.76%,Call,03/20/26
"7,775.00",1.65,1.65,14.61%,0.0105,0.0001,-0.0804,0.8965,0.1632,9,"1,745",0.01,0.68%,Call,03/20/26
"7,800.00",1.51,1.51,14.69%,0.0097,0.0001,-0.0750,0.8325,0.1500,1,"10,958",0.00,0.62%,Call,03/20/26
"7,825.00",3.20,1.50,14.91%,0.0095,0.0001,-0.0747,0.8185,0.1470,0,330,0.00,0.61%,Call,03/10/26
"7,850.00",1.26,1.26,14.83%,0.0081,0.0000,-0.0649,0.7156,0.1262,7,"2,833",0.00,0.52%,Call,03/20/26
"7,875.00",2.52,1.28,15.08%,0.0081,0.0000,-0.0657,0.7130,0.1256,0,99,0.00,0.52%,Call,03/10/26
"7,900.00",1.08,1.08,15.02%,0.0070,0.0000,-0.0574,0.6263,0.1085,65,"8,283",0.01,0.44%,Call,03/20/26
"7,950.00",0.93,0.93,15.20%,0.0060,0.0000,-0.0509,0.5497,0.0936,39,176,0.22,0.38%,Call,03/20/26
"8,000.00",0.90,0.90,15.59%,0.0057,0.0000,-0.0497,0.5249,0.0888,147,"13,336",0.01,0.36%,Call,03/20/26
"8,100.00",0.71,0.71,16.03%,0.0045,0.0000,-0.0410,0.4230,0.0697,15,"4,345",0.00,0.28%,Call,03/20/26
"8,200.00",0.55,0.55,16.43%,0.0035,0.0000,-0.0333,0.3361,0.0539,2,"7,331",0.00,0.22%,Call,03/20/26
"8,300.00",0.48,0.58,17.30%,0.0035,0.0000,-0.0347,0.3345,0.0535,0,"4,277",0.00,0.22%,Call,03/19/26
"8,400.00",0.40,0.40,17.46%,0.0025,0.0000,-0.0257,0.2454,0.0380,1,"4,114",0.00,0.15%,Call,03/20/26
"8,500.00",0.35,0.35,17.99%,0.0021,0.0000,-0.0230,0.2141,0.0327,1,798,0.00,0.13%,Call,03/20/26
"8,600.00",0.30,0.30,18.46%,0.0018,0.0000,-0.0203,0.1841,0.0276,3,"3,449",0.00,0.11%,Call,03/20/26
"8,800.00",0.25,0.35,20.15%,0.0019,0.0000,-0.0233,0.1951,0.0294,0,"2,693",0.00,0.12%,Call,03/04/26
"9,000.00",0.20,0.20,20.53%,0.0011,0.0000,-0.0145,0.1194,0.0172,2,"4,747",0.00,0.07%,Call,03/20/26
"9,200.00",0.25,0.25,22.23%,0.0013,0.0000,-0.0177,0.1353,0.0196,11,"5,223",0.00,0.08%,Call,03/20/26
"9,400.00",0.10,0.10,21.89%,0.0005,0.0000,-0.0080,0.0623,0.0085,9,475,0.02,0.03%,Call,03/20/26
"9,600.00",0.10,0.10,23.06%,0.0005,0.0000,-0.0081,0.0596,0.0081,1,424,0.00,0.03%,Call,03/20/26
"10,000.00",0.10,0.10,25.31%,0.0005,0.0000,-0.0081,0.0551,0.0074,1,"4,643",0.00,0.03%,Call,03/20/26
"10,400.00",0.10,0.30,29.84%,0.0012,0.0000,-0.0215,0.1239,0.0177,0,412,0.00,0.07%,Call,03/18/26
"11,000.00",0.05,0.25,32.63%,0.0009,0.0000,-0.0186,0.0985,0.0137,0,238,0.00,0.06%,Call,02/27/26
"11,200.00",0.00,0.25,33.66%,0.0009,0.0000,-0.0187,0.0960,0.0133,0,0,0.00,0.05%,Call,N/A
"11,400.00",0.05,0.25,34.66%,0.0009,0.0000,-0.0188,0.0937,0.0130,0,5,0.00,0.05%,Call,03/02/26
"11,600.00",0.00,0.25,35.64%,0.0008,0.0000,-0.0189,0.0916,0.0126,0,0,0.00,0.05%,Call,N/A
"11,800.00",0.00,0.25,36.61%,0.0008,0.0000,-0.0189,0.0896,0.0123,0,0,0.00,0.05%,Call,N/A
"11,900.00",0.05,0.25,37.08%,0.0008,0.0000,-0.0190,0.0886,0.0122,0,1,0.00,0.05%,Call,03/03/26
"12,000.00",0.05,0.25,37.55%,0.0008,0.0000,-0.0190,0.0877,0.0120,0,155,0.00,0.05%,Call,03/06/26
"12,400.00",0.03,0.25,39.39%,0.0008,0.0000,-0.0191,0.0843,0.0115,0,"1,809",0.00,0.05%,Call,03/18/26
200.00,0.05,0.00,0.00%,0.0000,0.0000,0.0000,0.0000,0.0000,0,"1,895",0.00,0.00%,Put,03/09/26
400.00,0.05,0.40,184.51%,-0.0002,0.0000,-0.0265,0.0257,-0.0041,0,"10,179",0.00,0.11%,Put,02/23/26
600.00,0.05,0.05,134.71%,0.0000,0.0000,-0.0043,0.0057,-0.0008,14,"5,179",0.00,0.02%,Put,03/20/26
800.00,0.10,0.10,123.91%,-0.0001,0.0000,-0.0080,0.0116,-0.0016,200,"9,756",0.02,0.03%,Put,03/20/26
"1,000.00",0.20,0.20,116.41%,-0.0002,0.0000,-0.0148,0.0228,-0.0033,203,"22,411",0.01,0.06%,Put,03/20/26
"1,200.00",0.35,0.35,109.86%,-0.0003,0.0000,-0.0240,0.0393,-0.0059,97,"7,185",0.01,0.09%,Put,03/20/26
"1,400.00",0.50,0.50,103.00%,-0.0005,0.0000,-0.0327,0.0571,-0.0087,7,"11,410",0.00,0.13%,Put,03/20/26
"1,600.00",0.65,0.65,96.42%,-0.0007,0.0000,-0.0408,0.0763,-0.0118,8,"8,212",0.00,0.16%,Put,03/20/26
"1,800.00",0.95,0.95,91.68%,-0.0010,0.0000,-0.0563,0.1107,-0.0176,25,"7,183",0.00,0.23%,Put,03/20/26
"2,000.00",1.50,1.50,88.27%,-0.0016,0.0000,-0.0825,0.1687,-0.0279,26,"8,641",0.00,0.34%,Put,03/20/26
"2,200.00",1.95,1.95,83.70%,-0.0022,0.0000,-0.1023,0.2208,-0.0373,10,"6,503",0.00,0.44%,Put,03/20/26
"2,300.00",1.75,1.75,79.54%,-0.0021,0.0000,-0.0931,0.2116,-0.0354,2,"1,999",0.00,0.41%,Put,03/20/26
"2,400.00",2.08,2.25,78.54%,-0.0027,0.0000,-0.1145,0.2638,-0.0451,0,"3,006",0.00,0.51%,Put,03/19/26
"2,500.00",3.00,3.00,77.97%,-0.0035,0.0000,-0.1449,0.3364,-0.0591,684,"9,883",0.07,0.65%,Put,03/20/26
"2,600.00",2.10,3.00,74.98%,-0.0036,0.0000,-0.1443,0.3487,-0.0613,0,"2,453",0.00,0.66%,Put,03/17/26
"2,700.00",3.10,3.10,72.38%,-0.0039,0.0000,-0.1477,0.3699,-0.0652,5,"3,404",0.00,0.69%,Put,03/20/26
"2,800.00",4.00,4.00,71.74%,-0.0049,0.0000,-0.1814,0.4586,-0.0830,1,"3,592",0.00,0.87%,Put,03/20/26
"2,900.00",4.00,4.00,68.98%,-0.0051,0.0000,-0.1805,0.4750,-0.0859,"1,020","1,353",0.75,0.88%,Put,03/20/26
"3,000.00",4.38,4.85,67.93%,-0.0062,0.0000,-0.2102,0.5622,-0.1038,675,"13,476",0.05,1.05%,Put,03/20/26
"3,100.00",6.10,5.45,66.28%,-0.0071,0.0000,-0.2299,0.6306,-0.1180,601,"1,833",0.33,1.18%,Put,03/20/26
"3,200.00",6.64,6.64,65.40%,-0.0085,0.0000,-0.2682,0.7461,-0.1428,43,"7,753",0.01,1.40%,Put,03/20/26
"3,300.00",6.40,6.40,62.52%,-0.0086,0.0000,-0.2588,0.7538,-0.1438,21,"7,329",0.00,1.39%,Put,03/20/26
"3,350.00",8.20,7.10,62.15%,-0.0095,0.0000,-0.2804,0.8221,-0.1587,15,"3,257",0.00,1.53%,Put,03/20/26
"3,400.00",8.15,7.45,61.31%,-0.0101,0.0000,-0.2905,0.8637,-0.1678,637,"3,967",0.16,1.60%,Put,03/20/26
"3,450.00",9.00,7.85,60.53%,-0.0107,0.0000,-0.3019,0.9097,-0.1778,"1,012","1,704",0.59,1.69%,Put,03/20/26
"3,500.00",9.10,8.25,59.72%,-0.0114,0.0000,-0.3130,0.9564,-0.1882,22,"8,722",0.00,1.78%,Put,03/20/26
"3,550.00",8.20,8.20,58.45%,-0.0115,0.0000,-0.3104,0.9696,-0.1907,24,"1,080",0.02,1.79%,Put,03/20/26
"3,600.00",10.40,9.10,58.13%,-0.0127,0.0000,-0.3360,1.0558,-0.2104,4,"2,327",0.00,1.96%,Put,03/20/26
"3,650.00",10.10,10.10,57.83%,-0.0140,0.0000,-0.3636,1.1489,-0.2321,16,605,0.03,2.15%,Put,03/20/26
"3,700.00",10.60,10.60,57.05%,-0.0148,0.0000,-0.3763,1.2059,-0.2452,1,"1,436",0.00,2.26%,Put,03/20/26
"3,750.00",11.10,11.10,56.26%,-0.0157,0.0000,-0.3886,1.2637,-0.2587,32,"2,306",0.01,2.37%,Put,03/20/26
"3,800.00",11.60,11.60,55.46%,-0.0165,0.0000,-0.4006,1.3225,-0.2724,121,"5,900",0.02,2.48%,Put,03/20/26
"3,850.00",12.20,11.50,54.21%,-0.0168,0.0000,-0.3962,1.3390,-0.2758,4,"4,717",0.00,2.50%,Put,03/20/26
"3,875.00",12.50,11.75,53.81%,-0.0172,0.0000,-0.4021,1.3693,-0.2829,13,422,0.03,2.56%,Put,03/20/26
"3,900.00",12.80,12.00,53.41%,-0.0177,0.0000,-0.4079,1.3999,-0.2902,6,"2,564",0.00,2.61%,Put,03/20/26
"3,925.00",10.90,12.30,53.04%,-0.0182,0.0000,-0.4149,1.4344,-0.2984,0,761,0.00,2.68%,Put,03/19/26
"3,950.00",14.46,12.60,52.66%,-0.0187,0.0000,-0.4218,1.4691,-0.3068,204,"1,385",0.15,2.75%,Put,03/20/26
"3,975.00",11.70,12.85,52.25%,-0.0192,0.0000,-0.4274,1.5005,-0.3143,1,449,0.00,2.81%,Put,03/20/26
"4,000.00",14.80,13.15,51.88%,-0.0197,0.0000,-0.4341,1.5358,-0.3228,"9,070","19,645",0.46,2.88%,Put,03/20/26
"4,025.00",15.20,13.45,51.50%,-0.0202,0.0000,-0.4408,1.5714,-0.3312,20,661,0.03,2.95%,Put,03/20/26
"4,050.00",15.60,13.75,51.11%,-0.0208,0.0000,-0.4473,1.6073,-0.3399,107,984,0.11,3.02%,Put,03/20/26
"4,075.00",14.00,14.00,50.69%,-0.0213,0.0000,-0.4525,1.6399,-0.3479,6,841,0.01,3.08%,Put,03/20/26
"4,100.00",14.50,14.50,50.42%,-0.0221,0.0000,-0.4638,1.6905,-0.3605,28,"4,770",0.01,3.18%,Put,03/20/26
"4,125.00",15.50,14.65,49.94%,-0.0225,0.0000,-0.4663,1.7167,-0.3668,8,"1,265",0.01,3.23%,Put,03/20/26
"4,150.00",15.90,15.05,49.61%,-0.0232,0.0000,-0.4749,1.7609,-0.3778,253,"3,335",0.08,3.32%,Put,03/20/26
"4,175.00",16.20,15.40,49.24%,-0.0238,0.0000,-0.4822,1.8019,-0.3881,12,924,0.01,3.40%,Put,03/20/26
"4,200.00",17.00,15.70,48.84%,-0.0244,0.0000,-0.4881,1.8397,-0.3976,63,"6,758",0.01,3.48%,Put,03/20/26
"4,225.00",16.22,16.22,48.55%,-0.0252,0.0000,-0.4992,1.8931,-0.4112,12,"1,057",0.01,3.59%,Put,03/20/26
"4,250.00",18.11,16.40,48.08%,-0.0257,0.0000,-0.5020,1.9233,-0.4187,"1,100","2,870",0.38,3.64%,Put,03/20/26
"4,275.00",16.00,16.00,47.31%,-0.0256,0.0000,-0.4912,1.9132,-0.4155,6,672,0.01,3.61%,Put,03/20/26
"4,300.00",19.40,17.15,47.34%,-0.0271,0.0000,-0.5166,2.0119,-0.4413,16,"3,509",0.00,3.82%,Put,03/20/26
"4,325.00",16.67,17.55,46.98%,-0.0279,0.0000,-0.5243,2.0584,-0.4533,16,808,0.02,3.92%,Put,03/20/26
"4,350.00",19.50,17.85,46.56%,-0.0286,0.0000,-0.5296,2.0986,-0.4636,62,"2,495",0.02,4.00%,Put,03/20/26
"4,375.00",17.80,17.80,45.98%,-0.0288,0.0000,-0.5269,2.1151,-0.4675,19,760,0.03,4.02%,Put,03/20/26
"4,400.00",19.50,19.50,46.21%,-0.0311,0.0000,-0.5632,2.2507,-0.5042,"3,211","7,366",0.44,4.32%,Put,03/20/26
"4,425.00",18.50,18.50,45.20%,-0.0303,0.0000,-0.5393,2.2045,-0.4908,99,"5,387",0.02,4.21%,Put,03/20/26
"4,450.00",18.90,18.90,44.83%,-0.0311,0.0000,-0.5464,2.2533,-0.5036,26,"1,787",0.01,4.31%,Put,03/20/26
"4,475.00",21.20,20.00,44.75%,-0.0327,0.0001,-0.5686,2.3497,-0.5298,20,998,0.02,4.52%,Put,03/20/26
"4,500.00",21.90,20.45,44.39%,-0.0336,0.0001,-0.5764,2.4026,-0.5440,302,"15,089",0.02,4.63%,Put,03/20/26
"4,525.00",22.20,20.90,44.02%,-0.0345,0.0001,-0.5840,2.4559,-0.5584,7,"1,506",0.00,4.74%,Put,03/20/26
"4,550.00",22.70,21.40,43.67%,-0.0355,0.0001,-0.5926,2.5130,-0.5739,51,"1,644",0.03,4.86%,Put,03/20/26
"4,575.00",23.60,21.90,43.32%,-0.0365,0.0001,-0.6009,2.5705,-0.5896,"1,275","1,014",1.26,4.98%,Put,03/20/26
"4,600.00",24.80,22.40,42.96%,-0.0375,0.0001,-0.6091,2.6287,-0.6045,189,"15,082",0.01,5.11%,Put,03/20/26
"4,625.00",20.80,22.95,42.61%,-0.0386,0.0001,-0.6181,2.6905,-0.6215,3,842,0.00,5.24%,Put,03/20/26
"4,650.00",26.60,23.45,42.25%,-0.0397,0.0001,-0.6259,2.7495,-0.6379,7,"4,143",0.00,5.37%,Put,03/20/26
"4,675.00",23.20,23.20,41.61%,-0.0399,0.0001,-0.6185,2.7607,-0.6403,38,"1,357",0.03,5.38%,Put,03/20/26
"4,700.00",26.20,24.65,41.57%,-0.0420,0.0001,-0.6449,2.8820,-0.6752,187,"10,801",0.02,5.66%,Put,03/20/26
"4,725.00",22.00,25.25,41.23%,-0.0432,0.0001,-0.6540,2.9490,-0.6939,0,527,0.00,5.80%,Put,03/19/26
"4,750.00",29.00,25.85,40.88%,-0.0445,0.0001,-0.6630,3.0165,-0.7132,71,"1,764",0.04,5.95%,Put,03/20/26
"4,775.00",30.00,26.50,40.54%,-0.0458,0.0001,-0.6726,3.0877,-0.7337,2,"1,645",0.00,6.11%,Put,03/20/26
"4,800.00",29.90,27.15,40.20%,-0.0471,0.0001,-0.6820,3.1595,-0.7546,457,"12,306",0.04,6.27%,Put,03/20/26
"4,825.00",30.50,27.80,39.85%,-0.0485,0.0001,-0.6912,3.2318,-0.7757,71,"2,339",0.03,6.43%,Put,03/20/26
"4,850.00",30.77,28.55,39.53%,-0.0499,0.0001,-0.7019,3.3107,-0.7990,45,"4,513",0.01,6.61%,Put,03/20/26
"4,875.00",28.20,29.25,39.19%,-0.0514,0.0001,-0.7114,3.3872,-0.8218,34,"2,309",0.01,6.79%,Put,03/20/26
"4,900.00",33.10,30.05,38.87%,-0.0530,0.0001,-0.7225,3.4703,-0.8467,"1,035","6,751",0.15,6.98%,Put,03/20/26
"4,925.00",34.10,30.85,38.55%,-0.0546,0.0001,-0.7332,3.5539,-0.8720,20,"1,327",0.02,7.17%,Put,03/20/26
"4,950.00",35.70,31.70,38.23%,-0.0563,0.0001,-0.7445,3.6410,-0.8986,22,"2,206",0.01,7.38%,Put,03/20/26
"4,975.00",35.70,32.55,37.91%,-0.0580,0.0001,-0.7555,3.7286,-0.9256,28,"2,829",0.01,7.59%,Put,03/20/26
"5,000.00",36.10,33.45,37.60%,-0.0598,0.0001,-0.7669,3.8197,-0.9538,"6,799","64,601",0.11,7.80%,Put,03/20/26
"5,025.00",37.54,34.35,37.28%,-0.0617,0.0001,-0.7780,3.9113,-0.9825,86,901,0.10,8.02%,Put,03/20/26
"5,050.00",40.20,35.20,36.94%,-0.0635,0.0001,-0.7880,4.0007,-1.0108,165,"1,835",0.09,8.24%,Put,03/20/26
"5,075.00",38.90,36.25,36.64%,-0.0656,0.0001,-0.8008,4.1019,-1.0432,66,"4,401",0.01,8.48%,Put,03/20/26
"5,100.00",42.10,37.35,36.35%,-0.0677,0.0001,-0.8139,4.2062,-1.0770,67,"6,755",0.01,8.74%,Put,03/20/26
"5,125.00",43.00,38.40,36.04%,-0.0699,0.0001,-0.8260,4.3085,-1.1089,10,"1,838",0.01,8.99%,Put,03/20/26
"5,150.00",45.10,39.55,35.74%,-0.0722,0.0001,-0.8392,4.4167,-1.1407,21,"2,480",0.01,9.26%,Put,03/20/26
"5,175.00",45.80,40.65,35.43%,-0.0745,0.0001,-0.8510,4.5227,-1.1758,16,604,0.03,9.53%,Put,03/20/26
"5,200.00",46.80,41.90,35.14%,-0.0769,0.0001,-0.8646,4.6369,-1.2142,77,"12,496",0.01,9.82%,Put,03/20/26
"5,225.00",40.06,43.05,34.82%,-0.0793,0.0001,-0.8762,4.7465,-1.2513,52,"1,657",0.03,10.10%,Put,03/20/26
"5,250.00",48.91,44.45,34.55%,-0.0821,0.0001,-0.8910,4.8691,-1.2935,410,"4,168",0.10,10.42%,Put,03/20/26
"5,275.00",47.70,45.70,34.24%,-0.0847,0.0001,-0.9030,4.9848,-1.3336,35,"1,053",0.03,10.73%,Put,03/20/26
"5,300.00",53.20,47.15,33.95%,-0.0876,0.0002,-0.9173,5.1106,-1.3772,40,"11,729",0.00,11.06%,Put,03/20/26
"5,325.00",42.00,48.50,33.65%,-0.0904,0.0002,-0.9296,5.2322,-1.4203,0,959,0.00,11.39%,Put,03/18/26
"5,350.00",56.22,50.15,33.38%,-0.0935,0.0002,-0.9454,5.3681,-1.4695,65,"5,479",0.01,11.76%,Put,03/20/26
"5,375.00",51.10,51.10,32.99%,-0.0960,0.0002,-0.9511,5.4726,-1.5070,47,"1,440",0.03,12.04%,Put,03/20/26
"5,400.00",61.80,53.40,32.82%,-0.1000,0.0002,-0.9741,5.6381,-1.5688,819,"16,028",0.05,12.51%,Put,03/20/26
"5,425.00",54.30,54.30,32.40%,-0.1026,0.0002,-0.9782,5.7423,-1.6071,128,"2,332",0.05,12.80%,Put,03/20/26
"5,450.00",55.65,55.65,32.06%,-0.1056,0.0002,-0.9875,5.8671,-1.6541,430,"7,197",0.06,13.15%,Put,03/20/26
"5,475.00",57.00,58.60,31.97%,-0.1105,0.0002,-1.0159,6.0592,-1.7293,10,"4,952",0.00,13.71%,Put,03/20/26
"5,500.00",64.00,60.60,31.71%,-0.1144,0.0002,-1.0317,6.2111,-1.7843,"5,171","20,144",0.26,14.15%,Put,03/20/26
"5,525.00",68.30,62.45,31.41%,-0.1182,0.0002,-1.0447,6.3568,-1.8422,29,"2,327",0.01,14.59%,Put,03/20/26
"5,530.00",0.00,62.85,31.35%,-0.1190,0.0002,-1.0476,6.3872,-1.8544,0,0,0.00,14.68%,Put,N/A
"5,540.00",64.00,64.00,31.30%,-0.1209,0.0002,-1.0572,6.4612,-1.8846,2,0,0.00,14.90%,Put,03/20/26
"5,550.00",65.30,65.30,31.26%,-0.1231,0.0002,-1.0684,6.5406,-1.9174,537,"8,192",0.07,15.15%,Put,03/20/26
"5,560.00",58.90,65.35,31.03%,-0.1239,0.0002,-1.0650,6.5731,-1.9299,7,0,0.00,15.24%,Put,03/20/26
"5,570.00",64.50,66.25,30.92%,-0.1257,0.0002,-1.0713,6.6375,-1.9565,3,0,0.00,15.44%,Put,03/20/26
"5,575.00",72.80,66.65,30.86%,-0.1265,0.0002,-1.0739,6.6678,-1.9690,46,"1,773",0.03,15.53%,Put,03/20/26
"5,580.00",0.00,67.10,30.81%,-0.1274,0.0002,-1.0769,6.7000,-1.9824,0,0,0.00,15.63%,Put,N/A
"5,590.00",0.00,68.00,30.71%,-0.1292,0.0002,-1.0829,6.7643,-2.0093,0,0,0.00,15.83%,Put,N/A
"5,600.00",74.22,69.00,30.61%,-0.1310,0.0002,-1.0900,6.8324,-2.0351,567,"20,163",0.03,16.05%,Put,03/20/26
"5,610.00",62.60,69.85,30.49%,-0.1328,0.0002,-1.0951,6.8948,-2.0614,7,0,0.00,16.24%,Put,03/20/26
"5,620.00",62.30,70.80,30.39%,-0.1346,0.0002,-1.1011,6.9608,-2.0887,110,0,0.00,16.45%,Put,03/20/26
"5,625.00",77.00,71.25,30.33%,-0.1355,0.0002,-1.1038,6.9930,-2.1022,1,"1,413",0.00,16.56%,Put,03/20/26
"5,630.00",0.00,71.75,30.28%,-0.1365,0.0002,-1.1070,7.0268,-2.1168,0,0,0.00,16.66%,Put,N/A
"5,640.00",0.00,72.70,30.18%,-0.1384,0.0002,-1.1132,7.0927,-2.1336,0,0,0.00,16.87%,Put,N/A
"5,650.00",72.51,72.51,29.91%,-0.1392,0.0002,-1.1066,7.1199,-2.1442,25,"8,356",0.00,16.96%,Put,03/20/26
"5,660.00",0.00,74.70,29.97%,-0.1423,0.0002,-1.1251,7.2275,-2.1922,0,0,0.00,17.31%,Put,N/A
"5,670.00",68.40,75.65,29.85%,-0.1442,0.0002,-1.1303,7.2932,-2.2210,6,0,0.00,17.53%,Put,03/20/26
"5,675.00",83.73,76.15,29.80%,-0.1452,0.0002,-1.1331,7.3268,-2.2359,3,"2,540",0.00,17.64%,Put,03/20/26
"5,680.00",69.50,76.75,29.76%,-0.1463,0.0002,-1.1369,7.3637,-2.2523,2,0,0.00,17.76%,Put,03/20/26
"5,690.00",86.90,77.75,29.65%,-0.1483,0.0002,-1.1422,7.4308,-2.2822,4,0,0.00,17.98%,Put,03/20/26
"5,700.00",81.77,78.95,29.56%,-0.1505,0.0002,-1.1494,7.5041,-2.3154,616,"18,872",0.03,18.23%,Put,03/20/26
"5,710.00",71.60,80.00,29.45%,-0.1526,0.0003,-1.1549,7.5726,-2.3464,4,15,0.27,18.46%,Put,03/20/26
"5,720.00",78.90,81.05,29.34%,-0.1547,0.0003,-1.1601,7.6410,-2.3777,3,7,0.43,18.70%,Put,03/20/26
"5,725.00",77.50,81.65,29.29%,-0.1558,0.0003,-1.1634,7.6774,-2.3945,1,"3,937",0.00,18.82%,Put,03/20/26
"5,730.00",82.62,82.62,29.30%,-0.1572,0.0003,-1.1703,7.7248,-2.4169,64,15,4.27,18.98%,Put,03/20/26
"5,740.00",78.00,83.35,29.14%,-0.1591,0.0003,-1.1721,7.7834,-2.4437,24,69,0.35,19.19%,Put,03/20/26
"5,750.00",82.07,84.55,29.04%,-0.1613,0.0003,-1.1782,7.8558,-2.4778,262,"7,072",0.04,19.44%,Put,03/20/26
"5,760.00",97.80,85.75,28.94%,-0.1636,0.0003,-1.1841,7.9280,-2.5120,28,32,0.88,19.69%,Put,03/20/26
"5,770.00",100.70,86.80,28.82%,-0.1658,0.0003,-1.1884,7.9958,-2.5443,41,86,0.48,19.93%,Put,03/20/26
"5,775.00",93.80,87.40,28.77%,-0.1669,0.0003,-1.1912,8.0318,-2.5616,10,"2,624",0.00,20.06%,Put,03/20/26
"5,780.00",88.40,88.40,28.77%,-0.1685,0.0003,-1.1977,8.0787,-2.5847,2,26,0.08,20.23%,Put,03/20/26
"5,790.00",76.20,89.15,28.61%,-0.1704,0.0003,-1.1987,8.1381,-2.6131,0,77,0.00,20.44%,Put,03/19/26
"5,800.00",102.91,90.20,28.48%,-0.1726,0.0003,-1.2024,8.2057,-2.6461,869,"20,366",0.04,20.69%,Put,03/20/26
"5,810.00",106.40,91.65,28.40%,-0.1752,0.0003,-1.2095,8.2837,-2.6849,80,79,1.01,20.98%,Put,03/20/26
"5,820.00",81.00,92.90,28.30%,-0.1776,0.0003,-1.2146,8.3562,-2.7212,0,7,0.00,21.24%,Put,03/18/26
"5,825.00",102.92,93.55,28.24%,-0.1789,0.0003,-1.2173,8.3930,-2.7397,4,"1,763",0.00,21.38%,Put,03/20/26
"5,830.00",80.20,94.20,28.19%,-0.1801,0.0003,-1.2199,8.4298,-2.7574,0,70,0.00,21.52%,Put,03/19/26
"5,840.00",94.60,94.60,27.98%,-0.1819,0.0003,-1.2169,8.4807,-2.7822,51,98,0.52,21.71%,Put,03/20/26
"5,850.00",100.60,96.95,28.00%,-0.1854,0.0003,-1.2317,8.5800,-2.8216,322,"9,621",0.03,22.09%,Put,03/20/26
"5,860.00",83.70,98.20,27.88%,-0.1879,0.0003,-1.2360,8.6517,-2.8545,0,80,0.00,22.36%,Put,03/19/26
"5,870.00",112.13,99.65,27.79%,-0.1906,0.0003,-1.2417,8.7279,-2.8944,6,58,0.10,22.66%,Put,03/20/26
"5,875.00",108.10,100.35,27.74%,-0.1920,0.0003,-1.2445,8.7654,-2.9061,49,"2,853",0.02,22.80%,Put,03/20/26
"5,880.00",117.00,101.00,27.68%,-0.1933,0.0003,-1.2465,8.8015,-2.9251,22,102,0.22,22.95%,Put,03/20/26
"5,890.00",101.38,101.38,27.46%,-0.1951,0.0003,-1.2425,8.8528,-2.9512,3,44,0.07,23.15%,Put,03/20/26
"5,900.00",111.40,103.95,27.49%,-0.1988,0.0003,-1.2570,8.9533,-3.0064,"1,693","16,579",0.10,23.55%,Put,03/20/26
"5,910.00",120.00,105.45,27.39%,-0.2016,0.0003,-1.2620,9.0292,-3.0477,43,74,0.58,23.86%,Put,03/20/26
"5,920.00",90.13,106.95,27.29%,-0.2044,0.0003,-1.2667,9.1048,-3.0892,0,574,0.00,24.17%,Put,03/19/26
"5,925.00",124.79,107.80,27.25%,-0.2059,0.0003,-1.2698,9.1445,-3.1114,22,"2,497",0.01,24.33%,Put,03/20/26
"5,930.00",100.00,108.55,27.20%,-0.2073,0.0003,-1.2720,9.1820,-3.1323,6,19,0.32,24.48%,Put,03/20/26
"5,940.00",125.40,110.10,27.10%,-0.2103,0.0003,-1.2766,9.2578,-3.1749,392,116,3.38,24.80%,Put,03/20/26
"5,950.00",123.40,111.70,27.00%,-0.2132,0.0003,-1.2813,9.3342,-3.2185,"1,771","5,558",0.32,25.12%,Put,03/20/26
"5,960.00",121.60,113.20,26.89%,-0.2161,0.0003,-1.2849,9.4082,-3.2611,2,134,0.01,25.44%,Put,03/20/26
"5,970.00",127.30,114.80,26.79%,-0.2192,0.0003,-1.2890,9.4838,-3.3051,2,476,0.00,25.77%,Put,03/20/26
"5,975.00",123.99,115.60,26.73%,-0.2207,0.0004,-1.2910,9.5214,-3.3269,160,"2,113",0.08,25.93%,Put,03/20/26
"5,980.00",134.10,116.40,26.68%,-0.2222,0.0004,-1.2929,9.5590,-3.3490,3,298,0.01,26.10%,Put,03/20/26
"5,990.00",105.90,118.10,26.59%,-0.2253,0.0004,-1.2972,9.6355,-3.3948,7,172,0.04,26.43%,Put,03/20/26
"6,000.00",123.62,119.80,26.49%,-0.2285,0.0004,-1.3012,9.7115,-3.4409,"15,726","277,270",0.06,26.78%,Put,03/20/26
"6,010.00",130.08,121.50,26.38%,-0.2317,0.0004,-1.3049,9.7870,-3.4873,34,160,0.21,27.12%,Put,03/20/26
"6,020.00",140.90,123.15,26.27%,-0.2349,0.0004,-1.3079,9.8612,-3.5334,4,507,0.01,27.46%,Put,03/20/26
"6,025.00",137.00,124.05,26.23%,-0.2365,0.0004,-1.3099,9.8993,-3.5574,32,515,0.06,27.64%,Put,03/20/26
